Employee ID,DOB,Emp Age,Surname,Name,Gender,Marital Status,Branch,Hire Date,Leave Date,Leave Reason,Status,Department,Employee Satisfaction,Annual Salary ($),Bonus ($),Total Compensation,Job Title,Job Description,Manager (Y/N),Performance
10024,03/11/1972,50,Jhaveri,Silvana,F,Partners,Lima,2014-07-26 00:00:00,,Not provided,Active,Production,5,75257,4052,79309,Production Technician I,Technician,No,Fully Meets
10028,20/06/1968,54,Gordon,Santiago,M,Married,Montevideo,2014-08-12 00:00:00,,Not provided,Active,Production,3,56503,4781,61284,Production Technician I,Technician,No,Fully Meets
10030,08/04/1963,59,Power,Adriana,F,Divorced,Lima,2014-08-25 00:00:00,,Not provided,Active,Production,4,64138,3454,67592,Production Technician I,Technician,No,Fully Meets
10051,03/11/1954,68,Motlagh,Oscar,M,Divorced,Buenos Aires,2014-12-14 00:00:00,,Not provided,Active,Production,4,60740,3271,64011,Production Technician I,Technician,No,Fully Meets
10054,23/09/1977,45,Langton,Daniel,M,Married,Buenos Aires,2014-12-19 00:00:00,,Not provided,Active,Production,5,71145,9304,80449,Production Technician I,Technician,No,Fully Meets
10065,03/03/1958,65,Robinson,Rocio,F,Married,Buenos Aires,2015-03-02 00:00:00,,Not provided,Active,Production,3,71495,6050,77545,Production Technician I,Technician,No,Fully Meets
10102,05/11/1987,35,Peterson,Sebastian,M,Married,Buenos Aires,2015-11-28 00:00:00,,Not provided,Active,Production,3,61768,4751,66519,Production Technician I,Technician,No,Fully Meets
10113,05/11/1978,44,Jacobi,Nicolas,M,Divorced,Lima,2016-02-29 00:00:00,,Not provided,Active,Production,5,75572,2907,78479,Production Technician I,Technician,No,Fully Meets
10117,12/08/1972,50,Athwal,Nelson,M,Widower,Buenos Aires,2016-03-23 00:00:00,,Not provided,Active,Production,4,61954,2383,64337,Production Technician I,Technician,No,Fully Meets
10120,19/12/1991,31,Gentry,Milena,F,Married,Lima,2016-04-16 00:00:00,,Not provided,Active,Production,3,57434,3534,60968,Production Technician I,Technician,No,Fully Meets
10128,11/09/1962,60,Mangal,Josue,M,Married,Buenos Aires,2016-06-16 00:00:00,,Not provided,Active,Production,3,55143,3818,58961,Production Technician I,Technician,No,Fully Meets
10147,24/05/1959,63,Darson,Ana,F,Married,Lima,2016-11-04 00:00:00,,Not provided,Active,Production,3,75379,11017,86396,Production Technician I,Technician,No,Fully Meets
10156,21/03/1978,44,Tinto,María,F,Divorced,Montevideo,2017-01-03 00:00:00,,Not provided,Active,Production,5,77009,10663,87672,Production Technician I,Technician,No,Fully Meets
10160,29/10/1985,37,Shields,Silvia,F,Married,Buenos Aires,2017-02-09 00:00:00,,Not provided,Active,Production,4,73524,3393,76917,Production Technician I,Technician,No,Fully Meets
10166,06/03/1967,56,Mckenna,Romina,F,Married,Montevideo,2017-03-07 00:00:00,,Not provided,Active,Production,3,73949,6826,80775,Production Technician I,Technician,No,Fully Meets
10178,15/03/1956,66,Zima,Laura,F,Widower,Montevideo,2017-05-01 00:00:00,,Not provided,Active,Production,5,61192,2354,63546,Production Technician I,Technician,No,Fully Meets
10181,10/09/1977,45,Maurice,Ignacio,M,Married,Lima,2017-05-21 00:00:00,,Not provided,Active,Production,4,65919,8113,74032,Production Technician I,Technician,No,Fully Meets
10194,01/08/1959,63,Purinton,Agustin,M,Divorced,Montevideo,2017-10-12 00:00:00,,Not provided,Active,Production,5,61242,8951,70193,Production Technician I,Technician,No,Fully Meets
10199,14/01/1970,53,Barbara,María,F,Married,Buenos Aires,2017-11-23 00:00:00,,Not provided,Active,Production,3,69442,3205,72647,Production Technician I,Technician,No,Fully Meets
10202,20/07/1958,64,Sander,Marcos,M,Married,Montevideo,2017-12-18 00:00:00,,Not provided,Active,Production,3,64931,8990,73921,Production Technician I,Technician,No,Fully Meets
10219,12/01/1991,32,Rarrick,Fernando,M,Divorced,Lima,2018-05-08 00:00:00,,Not provided,Active,Production,5,73616,8494,82110,Production Technician I,Technician,No,Fully Meets
10239,24/09/1951,71,Alagbe,Julieta,F,Married,Montevideo,2018-09-17 00:00:00,,Not provided,Active,Production,5,57749,4886,62635,Production Technician I,Technician,No,Fully Meets
10250,27/01/1978,45,DeGweck,Luis,M,Married,Lima,2018-12-25 00:00:00,,Not provided,Active,Production,4,73359,5643,79002,Production Technician I,Technician,No,Fully Meets
10272,09/06/1980,42,Biden,Lisa,F,Divorced,Montevideo,2019-05-18 00:00:00,,Not provided,Active,Production,3,77147,10682,87829,Production Technician I,Technician,No,Fully Meets
10282,01/10/1961,61,Kretschmer,John,M,Married,Buenos Aires,2019-07-19 00:00:00,,Not provided,Active,Production,3,75487,9871,85358,Production Technician I,Technician,No,Fully Meets
10285,29/12/1980,42,Handschiegl,Joanne,F,Married,Montevideo,2019-07-29 00:00:00,,Not provided,Active,Production,4,62612,8669,71281,Production Technician I,Technician,No,Fully Meets
10286,29/02/1956,67,Stanford,Barbara,F,Divorced,Montevideo,2019-08-01 00:00:00,,Not provided,Active,Production,4,76024,9942,85966,Production Technician I,Technician,No,Fully Meets
10292,23/10/1963,59,Fidelia,Linda,F,Married,Montevideo,2019-08-26 00:00:00,,Not provided,Active,Production,5,72851,8966,81817,Production Technician I,Technician,No,Fully Meets
10296,09/04/1981,41,Sullivan,Alberto,M,Married,Montevideo,2019-10-08 00:00:00,,Not provided,Active,Production,5,60211,6021,66232,Production Technician I,Technician,No,Fully Meets
10297,13/04/1975,47,Harrell,Mariano,M,Married,Lima,2019-10-18 00:00:00,,Not provided,Active,Production,3,72584,6700,79284,Production Technician I,Technician,No,Fully Meets
10299,06/09/1972,50,Cornett,Lisa,F,Married,Montevideo,2019-10-29 00:00:00,,Not provided,Active,Production,5,57008,8770,65778,Production Technician I,Technician,No,Fully Meets
10308,10/09/1978,44,Tippett,Jeanette,F,Divorced,Lima,2019-12-19 00:00:00,,Not provided,Active,Production,5,76488,10002,86490,Production Technician I,Technician,No,Fully Meets
10000,09/08/1989,33,Gonzalez,Fernando,M,Divorced,Montevideo,2014-01-02 00:00:00,,Not provided,Active,Production,4,41924,2096,44020,Production Technician I,Technician,No,Exceeds
10038,19/04/1967,55,Owad,Eduardo,M,Single,Buenos Aires,2014-09-29 00:00:00,,Not provided,Active,Production,3,45075,6761,51836,Production Technician I,Technician,No,Needs Improvement
10042,08/10/1962,60,Lynch,Rosario,F,Single,Montevideo,2014-10-23 00:00:00,,Not provided,Active,Production,4,57313,5731,63044,Production Technician I,Technician,No,Exceeds
10044,16/11/1956,66,Sparks,Sergio,M,Married,Montevideo,2014-11-10 00:00:00,,Not provided,Active,Production,2,48061,4806,52867,Production Technician I,Technician,No,PIP
10071,27/07/1990,32,Estremera,Camila,F,Single,Lima,2015-04-09 00:00:00,,Not provided,Active,Production,4,46028,2762,48790,Production Technician I,Technician,No,Needs Improvement
10075,16/01/1974,49,Johnson,Clara,F,Married,Lima,2015-05-09 00:00:00,,Not provided,Active,Production,4,41802,7942,49744,Production Technician I,Technician,No,Exceeds
10077,06/04/1975,47,Adinolfi,Alejandro,M,Single,Buenos Aires,2015-05-23 00:00:00,,Not provided,Active,Production,5,44993,8999,53992,Production Technician I,Technician,No,Exceeds
10087,09/11/1955,67,Trang,Jesus,M,Single,Lima,2015-07-19 00:00:00,,Not provided,Active,Production,5,57201,6864,64065,Production Technician I,Technician,No,Needs Improvement
10115,27/04/1983,39,Robinson,Gabriel,M,Widower,Buenos Aires,2016-03-04 00:00:00,,Not provided,Active,Production,5,42532,5529,48061,Production Technician I,Technician,No,Exceeds
10124,17/10/1969,53,DiNocco,Sandra,F,Married,Buenos Aires,2016-05-02 00:00:00,,Not provided,Active,Production,4,59322,2966,62288,Production Technician I,Technician,No,Needs Improvement
10139,04/08/1979,43,Fernandes,Maria,F,Married,Lima,2016-08-17 00:00:00,,Not provided,Active,Production,5,45093,4960,50053,Production Technician I,Technician,No,PIP
10158,18/04/1979,43,Harrison,Jose,M,Married,Buenos Aires,2017-01-18 00:00:00,,Not provided,Active,Production,4,47101,7065,54166,Production Technician I,Technician,No,Exceeds
10164,31/10/1981,41,Saar-Beckles,Marina,F,Single,Lima,2017-03-04 00:00:00,,Not provided,Active,Production,4,52618,2631,55249,Production Technician I,Technician,No,Needs Improvement
10198,23/01/1991,32,Desimone,Gabriela,F,Married,Montevideo,2017-10-26 00:00:00,,Not provided,Active,Production,2,50551,6066,56617,Production Technician I,Technician,No,PIP
10000,09/08/1989,33,Gonzalez,Fernando,M,Divorced,Montevideo,2014-01-02 00:00:00,,Not provided,Active,Production,4,46116,2096,48212,Production Technician I,Technician,No,Exceeds
10038,19/04/1967,55,Owad,Eduardo,M,Single,Buenos Aires,2014-09-29 00:00:00,,Not provided,Active,Production,3,49583,6761,56344,Production Technician I,Technician,No,Needs Improvement
10042,08/10/1962,60,Lynch,Rosario,F,Single,Montevideo,2014-10-23 00:00:00,,Not provided,Active,Production,4,63044,5731,68775,Production Technician I,Technician,No,Exceeds
10044,16/11/1956,66,Sparks,Sergio,M,Married,Montevideo,2014-11-10 00:00:00,,Not provided,Active,Production,2,52867,4806,57673,Production Technician I,Technician,No,PIP
10071,27/07/1990,32,Estremera,Camila,F,Single,Lima,2015-04-09 00:00:00,,Not provided,Active,Production,4,50631,2762,53393,Production Technician I,Technician,No,Needs Improvement
10075,16/01/1974,49,Johnson,Clara,F,Married,Lima,2015-05-09 00:00:00,,Not provided,Active,Production,4,45982,7942,53924,Production Technician I,Technician,No,Exceeds
10077,06/04/1975,47,Adinolfi,Alejandro,M,Single,Buenos Aires,2015-05-23 00:00:00,,Not provided,Active,Production,5,49492,8999,58491,Production Technician I,Technician,No,Exceeds
10087,09/11/1955,67,Trang,Jesus,M,Single,Lima,2015-07-19 00:00:00,,Not provided,Active,Production,5,62921,6864,69785,Production Technician I,Technician,No,Needs Improvement
10115,27/04/1983,39,Robinson,Gabriel,M,Widower,Buenos Aires,2016-03-04 00:00:00,,Not provided,Active,Production,5,46785,5529,52314,Production Technician I,Technician,No,Exceeds
10124,17/10/1969,53,DiNocco,Sandra,F,Married,Buenos Aires,2016-05-02 00:00:00,,Not provided,Active,Production,4,65254,2966,68220,Production Technician I,Technician,No,Needs Improvement
10139,04/08/1979,43,Fernandes,Maria,F,Married,Lima,2016-08-17 00:00:00,,Not provided,Active,Production,5,49602,4960,54562,Production Technician I,Technician,No,PIP
10158,18/04/1979,43,Harrison,Jose,M,Married,Buenos Aires,2017-01-18 00:00:00,,Not provided,Active,Production,4,51811,7065,58876,Production Technician I,Technician,No,Exceeds
10164,31/10/1981,41,Saar-Beckles,Marina,F,Single,Lima,2017-03-04 00:00:00,,Not provided,Active,Production,4,57880,2631,60511,Production Technician I,Technician,No,Needs Improvement
10192,31/05/1951,71,Rivera,Rosana,F,Married,Lima,2017-09-20 00:00:00,,Not provided,Active,Production,5,64714,3530,68244,Production Technician I,Technician,No,Exceeds
10198,23/01/1991,32,Desimone,Gabriela,F,Married,Montevideo,2017-10-26 00:00:00,,Not provided,Active,Production,2,55606,6066,61672,Production Technician I,Technician,No,PIP
10209,30/05/1956,66,Girifalco,Evelyn,F,Single,Buenos Aires,2018-02-20 00:00:00,,Not provided,Active,Production,4,53835,4405,58240,Production Technician I,Technician,No,Exceeds
10227,20/09/1961,61,Robinson,Brenda,F,Married,Lima,2018-06-20 00:00:00,,Not provided,Active,Production,3,55679,5568,61247,Production Technician I,Technician,No,Needs Improvement
10232,01/04/1982,40,Anderson,Linda,F,Single,Lima,2018-08-19 00:00:00,,Not provided,Active,Production,5,45855,2918,48773,Production Technician I,Technician,No,Exceeds
10248,25/07/1961,61,Volk,Constanza,F,Married,Buenos Aires,2018-12-08 00:00:00,,Not provided,Active,Production,5,64580,11742,76322,Production Technician I,Technician,No,Exceeds
10271,02/06/1986,36,Clukey,Jose Luis,M,Married,Buenos Aires,2019-05-14 00:00:00,,Not provided,Active,Production,3,47500,68039,68043,Production Technician I,Technician,No,Exceeds
10300,11/02/1982,41,Billis,Helena,F,Married,Montevideo,2019-10-31 00:00:00,,Not provided,Active,Production,3,60496,0,60496,Production Technician I,Technician,No,Exceeds
10000,09/08/1989,33,Gonzalez,Fernando,M,Divorced,Montevideo,2014-01-02 00:00:00,,Not provided,Active,Production,4,54501,2096,56597,Production Technician I,Technician,No,Exceeds
10038,19/04/1967,55,Owad,Eduardo,M,Single,Buenos Aires,2014-09-29 00:00:00,,Not provided,Active,Production,3,58598,6761,65359,Production Technician I,Technician,No,Needs Improvement
10042,08/10/1962,60,Lynch,Rosario,F,Single,Montevideo,2014-10-23 00:00:00,,Not provided,Active,Production,4,74507,5731,80238,Production Technician I,Technician,No,Exceeds
10044,16/11/1956,66,Sparks,Sergio,M,Married,Montevideo,2014-11-10 00:00:00,,Not provided,Active,Production,2,62479,4806,67285,Production Technician I,Technician,No,PIP
10075,16/01/1974,49,Johnson,Clara,F,Married,Lima,2015-05-09 00:00:00,,Not provided,Active,Production,4,54343,7942,62285,Production Technician I,Technician,No,Exceeds
10077,06/04/1975,47,Adinolfi,Alejandro,M,Single,Buenos Aires,2015-05-23 00:00:00,,Not provided,Active,Production,5,58491,8999,67490,Production Technician I,Technician,No,Exceeds
10087,09/11/1955,67,Trang,Jesus,M,Single,Lima,2015-07-19 00:00:00,,Not provided,Active,Production,5,74361,6864,81225,Production Technician I,Technician,No,Needs Improvement
10115,27/04/1983,39,Robinson,Gabriel,M,Widower,Buenos Aires,2016-03-04 00:00:00,,Not provided,Active,Production,5,55292,5529,60821,Production Technician I,Technician,No,Exceeds
10124,17/10/1969,53,DiNocco,Sandra,F,Married,Buenos Aires,2016-05-02 00:00:00,,Not provided,Active,Production,4,77119,2966,80085,Production Technician I,Technician,No,Needs Improvement
10139,04/08/1979,43,Fernandes,Maria,F,Married,Lima,2016-08-17 00:00:00,,Not provided,Active,Production,5,58621,4960,63581,Production Technician I,Technician,No,PIP
10158,18/04/1979,43,Harrison,Jose,M,Married,Buenos Aires,2017-01-18 00:00:00,,Not provided,Active,Production,4,61231,7065,68296,Production Technician I,Technician,No,Exceeds
10164,31/10/1981,41,Saar-Beckles,Marina,F,Single,Lima,2017-03-04 00:00:00,,Not provided,Active,Production,4,68403,2631,71034,Production Technician I,Technician,No,Needs Improvement
10192,31/05/1951,71,Rivera,Rosana,F,Married,Lima,2017-09-20 00:00:00,,Not provided,Active,Production,5,76480,3530,80010,Production Technician I,Technician,No,Exceeds
10198,23/01/1991,32,Desimone,Gabriela,F,Married,Montevideo,2017-10-26 00:00:00,,Not provided,Active,Production,2,65716,6066,71782,Production Technician I,Technician,No,PIP
10209,30/05/1956,66,Girifalco,Evelyn,F,Single,Buenos Aires,2018-02-20 00:00:00,,Not provided,Active,Production,4,63623,4405,68028,Production Technician I,Technician,No,Exceeds
10227,20/09/1961,61,Robinson,Brenda,F,Married,Montevideo,2018-06-20 00:00:00,,Not provided,Active,Production,3,65802,5568,71370,Production Technician I,Technician,No,Needs Improvement
10232,01/04/1982,40,Anderson,Linda,F,Single,Montevideo,2018-08-19 00:00:00,,Not provided,Active,Production,5,54192,2918,57110,Production Technician I,Technician,No,Exceeds
10248,25/07/1961,61,Volk,Constanza,F,Married,Montevideo,2018-12-08 00:00:00,,Not provided,Active,Production,5,76322,11742,88064,Production Technician I,Technician,No,Exceeds
10265,28/07/1959,63,Ngodup,Lara,F,Partners,Montevideo,2019-04-06 00:00:00,,Not provided,Active,Production,3,63096,7280,70376,Production Technician I,Technician,No,Exceeds
10269,04/09/1966,56,Osturnka,Abel,M,Married,Montevideo,2019-05-09 00:00:00,,Not provided,Active,Production,3,75040,4618,79658,Production Technician I,Technician,No,Exceeds
10271,02/06/1986,36,Clukey,Jose Luis,M,Married,Buenos Aires,2019-05-14 00:00:00,,Not provided,Active,Production,4,68039,8897,76936,Production Technician I,Technician,No,Exceeds
10300,11/02/1982,41,Billis,Helena,F,Married,Montevideo,2019-10-31 00:00:00,,Not provided,Active,Production,3,60496,9307,69803,Production Technician I,Technician,No,Exceeds
10011,31/01/1959,64,Jeannite,Maria,F,Divorced,Lima,2014-04-13 00:00:00,,Not provided,Active,Production,4,61297,3678,64975,Production Technician II,Technician,No,Exceeds
10045,03/03/1958,65,Monroe,Victor,M,Married,Montevideo,2014-11-27 00:00:00,,Not provided,Active,IT/IS,3,84696,11010,95706,IT Manager - Infra,Manager,Yes,Needs Improvement
10047,01/12/1958,64,Erilus,Christian,M,Partners,Buenos Aires,2014-12-05 00:00:00,,Not provided,Active,Production,1,66207,5297,71504,Production Technician II,Technician,No,PIP
10057,08/08/1990,32,Dougall,Luis,M,Single,Buenos Aires,2014-12-29 00:00:00,,Not provided,Active,IT/IS,5,83993,10079,94072,IT Manager - Support,Manager,Yes,Exceeds
10080,02/06/1975,47,Zamora,Pedro,M,Single,Montevideo,2015-06-09 00:00:00,,Not provided,Active,Z Management,5,102280,20456,122736,CIO,Director,Yes,Exceeds
10086,17/07/1955,67,Lindsay,Edmundo,M,Single,Lima,2015-07-12 00:00:00,,Not provided,Active,IT/IS,4,35423,1771,37194,IT Support,Technician,No,Exceeds
10092,19/01/1987,36,Riordan,Ruben,M,Partners,Buenos Aires,2015-08-31 00:00:00,,Not provided,Active,Sales,3,78733,11810,90543,Area Sales Manager,Manager,Yes,Exceeds
10095,11/07/1974,48,Lunquist,Patricia,F,Single,Buenos Aires,2015-10-23 00:00:00,,Not provided,Active,Production,4,62470,4373,66843,Production Technician II,Technician,No,Exceeds
10096,30/03/1975,47,Prater,David,M,Married,Lima,2015-10-30 00:00:00,,Not provided,Active,Sales,2,42000,4141,46141,Administrative Assistant,Analyst,No,PIP
10123,18/01/1961,62,Smith,Jorge,M,Divorced,Montevideo,2016-04-29 00:00:00,,Not provided,Active,Sales,4,39500,8247,47747,Administrative Assistant,Analyst,No,Needs Improvement
10140,30/05/1968,54,Liebig,Pablo,M,Married,Buenos Aires,2016-08-20 00:00:00,,Not provided,Active,Production,3,94549,15128,109677,Production Manager,Manager,Yes,Exceeds
10145,30/03/1958,64,Johnston,Ivan,M,Single,Montevideo,2016-10-25 00:00:00,,Not provided,Active,Production,3,67431,10789,78220,Production Technician II,Technician,No,Exceeds
10159,11/04/1968,54,Butler,Sergio,M,Single,Buenos Aires,2017-01-25 00:00:00,,Not provided,Active,Production,3,83744,6700,90444,Production Manager,Manager,Yes,Exceeds
10161,27/04/1977,45,Petrowsky,Laura,F,Married,Buenos Aires,2017-02-16 00:00:00,,Not provided,Active,IT/IS,5,58908,9425,68333,Data Analyst,Analyst,No,Exceeds
10170,10/05/1978,44,Murray,Ariana,F,Divorced,Montevideo,2017-03-29 00:00:00,,Not provided,Active,IT/IS,4,64419,6442,70861,Data Analyst,Analyst,No,Exceeds
10186,09/01/1977,46,Immediato,Lucas,M,Married,Montevideo,2017-07-09 00:00:00,,Not provided,Active,Production,2,96939,10663,107602,Production Manager,Manager,Yes,Needs Improvement
10193,23/12/1969,53,Stanley,Delfina,F,Divorced,Lima,2017-10-08 00:00:00,,Not provided,Active,Production,2,81352,13830,95182,Production Manager,Manager,Yes,Needs Improvement
10201,19/07/1970,52,Winthrop,Mercedes,F,Single,Lima,2017-12-06 00:00:00,,Not provided,Active,Production,3,74563,12676,87239,Production Technician II,Technician,No,Exceeds
10203,04/11/1979,43,Beak,Ezequiel,M,Married,Buenos Aires,2017-12-23 00:00:00,,Not provided,Active,Production,3,80583,12893,93476,Production Technician II,Technician,No,Exceeds
10011,31/01/1959,64,Jeannite,Maria,F,Divorced,Lima,2014-04-13 00:00:00,,Not provided,Active,Production,4,67427,3678,71105,Production Technician II,Technician,No,Exceeds
10045,03/03/1958,65,Monroe,Victor,M,Married,Montevideo,2014-11-27 00:00:00,,Not provided,Active,IT/IS,3,93166,11010,104176,IT Manager - Infra,Manager,Yes,Needs Improvement
10047,01/12/1958,64,Erilus,Christian,M,Partners,Buenos Aires,2014-12-05 00:00:00,,Not provided,Active,Production,1,72828,5297,78125,Production Technician II,Technician,No,PIP
10057,08/08/1990,32,Dougall,Luis,M,Single,Buenos Aires,2014-12-29 00:00:00,,Not provided,Active,IT/IS,5,92392,10079,102471,IT Manager - Support,Manager,Yes,Exceeds
10080,02/06/1975,47,Zamora,Pedro,M,Single,Montevideo,2015-06-09 00:00:00,,Not provided,Active,Z Management,5,112508,20456,132964,CIO,Director,Yes,Exceeds
10086,17/07/1955,67,Lindsay,Edmundo,M,Single,Lima,2015-07-12 00:00:00,,Not provided,Active,IT/IS,4,38965,1771,40736,IT Support,Technician,No,Exceeds
10092,19/01/1987,36,Riordan,Ruben,M,Partners,Buenos Aires,2015-08-31 00:00:00,,Not provided,Active,Sales,3,56000,11810,67810,Administrative Assistant,Analyst,No,Exceeds
10095,11/07/1974,48,Lunquist,Patricia,F,Single,Buenos Aires,2015-10-23 00:00:00,,Not provided,Active,Production,4,68717,4373,73090,Production Technician II,Technician,No,Exceeds
10096,30/03/1975,47,Prater,David,M,Married,Lima,2015-10-30 00:00:00,,Not provided,Active,Sales,2,50100,4141,54241,Administrative Assistant,Analyst,No,PIP
10123,18/01/1961,62,Smith,Jorge,M,Divorced,Montevideo,2016-04-29 00:00:00,,Not provided,Active,Sales,4,48500,8247,56747,Administrative Assistant,Analyst,No,Needs Improvement
10140,30/05/1968,54,Liebig,Pablo,M,Married,Buenos Aires,2016-08-20 00:00:00,,Not provided,Active,Production,3,104004,15128,119132,Production Manager,Manager,Yes,Exceeds
10145,30/03/1958,64,Johnston,Ivan,M,Single,Montevideo,2016-10-25 00:00:00,,Not provided,Active,Production,3,74174,10789,84963,Production Technician II,Technician,No,Exceeds
10159,11/04/1968,54,Butler,Sergio,M,Single,Buenos Aires,2017-01-25 00:00:00,,Not provided,Active,Production,3,92118,6700,98818,Production Manager,Manager,Yes,Exceeds
10161,27/04/1977,45,Petrowsky,Laura,F,Married,Buenos Aires,2017-02-16 00:00:00,,Not provided,Active,IT/IS,5,64799,9425,74224,Data Analyst,Analyst,No,Exceeds
10170,10/05/1978,44,Murray,Ariana,F,Divorced,Montevideo,2017-03-29 00:00:00,,Not provided,Active,IT/IS,4,70861,6442,77303,Data Analyst,Analyst,No,Exceeds
10180,02/06/1986,36,Monterro,Hector,M,Single,Montevideo,2017-05-05 00:00:00,,Not provided,Active,Production,3,82557,12008,94565,Production Technician II,Technician,No,Exceeds
10186,09/01/1977,46,Immediato,Lucas,M,Married,Montevideo,2017-07-09 00:00:00,,Not provided,Active,Production,2,106633,10663,117296,Production Manager,Manager,Yes,Needs Improvement
10188,14/12/1955,67,Exantus,Marina,F,Married,Montevideo,2017-08-16 00:00:00,,Not provided,Active,IT/IS,5,88448,5628,94076,Software Engineer,Expert,No,Needs Improvement
10193,23/12/1969,53,Stanley,Delfina,F,Divorced,Lima,2017-10-08 00:00:00,,Not provided,Active,Production,2,89487,13830,103317,Production Manager,Manager,Yes,Needs Improvement
10201,19/07/1970,52,Winthrop,Mercedes,F,Single,Lima,2017-12-06 00:00:00,,Not provided,Active,Production,3,82019,12676,94695,Production Technician II,Technician,No,Exceeds
10203,04/11/1979,43,Beak,Ezequiel,M,Married,Buenos Aires,2017-12-23 00:00:00,,Not provided,Active,Production,3,88641,12893,101534,Production Technician II,Technician,No,Exceeds
10206,31/08/1989,33,Merlos,Carlos,M,Single,Lima,2018-01-16 00:00:00,,Not provided,Active,IT/IS,3,47897,6967,54864,Network Engineer,Expert,No,PIP
10213,14/02/1966,57,Foss,Juan,M,Single,Buenos Aires,2018-03-18 00:00:00,,Not provided,Active,Z Management,5,140390,24249,164639,IT Director,Director,Yes,Exceeds
10231,26/02/1963,60,Szabo,Andres,M,Single,Buenos Aires,2018-08-12 00:00:00,,Not provided,Active,IT/IS,5,77393,4925,82318,Software Engineer,Expert,No,Exceeds
10235,17/06/1956,66,Bramante,Jose Luis,M,Single,Lima,2018-08-23 00:00:00,,Not provided,Active,Z Management,5,163788,23824,187612,Director of Operations,Director,Yes,Exceeds
10243,28/07/1978,44,Miller,Nestor,M,Single,Lima,2018-09-29 00:00:00,,Not provided,Active,Production,2,63507,7505,71012,Production Technician II,Technician,No,PIP
10270,16/06/1992,30,Smith,Joe,M,Single,Buenos Aires,2019-05-12 00:00:00,,Not provided,Active,Production,2,37500,104928,104931,Production Technician II,Technician,No,Exceeds
10309,28/07/1953,69,Blount,Dianna,F,Single,Lima,2019-12-30 00:00:00,,Not provided,Active,Production,2,37500,81237,81240,Production Technician II,Technician,No,Needs Improvement
10045,03/03/1958,65,Monroe,Victor,M,Married,Montevideo,2014-11-27 00:00:00,,Not provided,Active,IT/IS,3,110105,11010,121115,IT Manager - Infra,Manager,Yes,Needs Improvement
10047,01/12/1958,64,Erilus,Christian,M,Partners,Buenos Aires,2014-12-05 00:00:00,,Not provided,Active,Production,1,86069,5297,91366,Production Technician II,Technician,No,PIP
10057,08/08/1990,32,Dougall,Luis,M,Single,Buenos Aires,2014-12-29 00:00:00,,Not provided,Active,IT/IS,5,109191,10079,119270,IT Manager - Support,Manager,Yes,Exceeds
10080,02/06/1975,47,Zamora,Pedro,M,Single,Montevideo,2015-06-09 00:00:00,,Not provided,Active,Z Management,5,132964,20456,153420,CIO,Director,Yes,Exceeds
10086,17/07/1955,67,Lindsay,Edmundo,M,Single,Lima,2015-07-12 00:00:00,,Not provided,Active,IT/IS,4,46050,1771,47821,IT Support,Technician,No,Exceeds
10092,19/01/1987,36,Riordan,Ruben,M,Partners,Buenos Aires,2015-08-31 00:00:00,,Not provided,Active,Sales,3,62000,11810,73810,Administrative Assistant,Analyst,No,Exceeds
10095,11/07/1974,48,Lunquist,Patricia,F,Single,Buenos Aires,2015-10-23 00:00:00,,Not provided,Active,Production,4,81211,4373,85584,Production Technician II,Technician,No,Exceeds
10096,30/03/1975,47,Prater,David,M,Married,Lima,2015-10-30 00:00:00,,Not provided,Active,Sales,2,54200,4141,58341,Administrative Assistant,Analyst,No,PIP
10123,18/01/1961,62,Smith,Jorge,M,Divorced,Montevideo,2016-04-29 00:00:00,,Not provided,Active,Sales,4,49000,8247,57247,Administrative Assistant,Analyst,No,Needs Improvement
10140,30/05/1968,54,Liebig,Pablo,M,Married,Buenos Aires,2016-08-20 00:00:00,,Not provided,Active,Production,3,122914,15128,138042,Production Manager,Manager,Yes,Exceeds
10145,30/03/1958,64,Johnston,Ivan,M,Single,Montevideo,2016-10-25 00:00:00,,Not provided,Active,Production,3,87660,10789,98449,Production Technician II,Technician,No,Exceeds
10159,11/04/1968,54,Butler,Sergio,M,Single,Buenos Aires,2017-01-25 00:00:00,,Not provided,Active,Production,3,108867,6700,115567,Production Manager,Manager,Yes,Exceeds
10161,27/04/1977,45,Petrowsky,Laura,F,Married,Buenos Aires,2017-02-16 00:00:00,,Not provided,Active,IT/IS,5,76580,9425,86005,Data Analyst,Analyst,No,Exceeds
10170,10/05/1978,44,Murray,Ariana,F,Divorced,Montevideo,2017-03-29 00:00:00,,Not provided,Active,IT/IS,4,83745,6442,90187,Data Analyst,Analyst,No,Exceeds
10180,02/06/1986,36,Monterro,Hector,M,Single,Montevideo,2017-05-05 00:00:00,,Not provided,Active,Production,3,97568,12008,109576,Production Technician II,Technician,No,Exceeds
10203,04/11/1979,43,Beak,Ezequiel,M,Married,Buenos Aires,2017-12-23 00:00:00,,Not provided,Active,Production,3,104758,12893,117651,Production Technician II,Technician,No,Exceeds
10206,31/08/1989,33,Merlos,Carlos,M,Single,Lima,2018-01-16 00:00:00,,Not provided,Active,IT/IS,3,56606,6967,63573,Network Engineer,Expert,No,PIP
10213,14/02/1966,57,Foss,Juan,M,Single,Buenos Aires,2018-03-18 00:00:00,,Not provided,Active,Z Management,5,165915,24249,190164,IT Director,Director,Yes,Exceeds
